FilePath,Classe
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB02_01_soundscape_20190407T061831Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK02_05_soundscape_20200812T030006Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_5.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_8.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_7.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_14.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB02_01_soundscape_20190407T061831Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_4.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_5.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB02_01_soundscape_20190407T061831Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_6.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB02_01_soundscape_20190407T061831Z_resampled_4.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_8.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_9.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB02_01_soundscape_20190407T061831Z_resampled_5.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB02_01_soundscape_20190407T061831Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_8.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB02_01_soundscape_20190407T061831Z_resampled_7.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR02_02_soundscape_20190904T043140Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR02_02_soundscape_20190904T043140Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB02_01_soundscape_20190407T061831Z_resampled_6.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_9.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB02_01_soundscape_20190407T061831Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_6.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_4.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_5.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_4.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_4.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_6.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_7.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_5.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_5.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_4.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_5.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_7.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_5.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_7.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_6.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_7.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_7.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_5.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_4.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_6.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_6.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_20.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_7.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_6.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_4.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI02_01_soundscape_20181103T005547Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_PM01_01_soundscape_20200331103927Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_14.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_PM01_01_soundscape_20200331103927Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI02_01_soundscape_20181103T005547Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_14.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_8.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_14.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_PM01_01_soundscape_20200331103927Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_9.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_4.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI01_01_soundscape_20181106T132459Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_14.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI01_01_soundscape_20181106T132459Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_5.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_7.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_14.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_14.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_14.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_19.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_6.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_18.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_14.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI03_01_soundscape_20190105T084747Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_9.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_PM02_02_soundscape_20201226093002Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_9.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_8.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_PM02_02_soundscape_20201226093002Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_14.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_8.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI03_01_soundscape_20190105T084747Z_resampled_2.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_3.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI03_01_soundscape_20190105T084747Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_8.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_9.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_8.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_8.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_11.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB01_01_soundscape_20190209T021012Z_resampled_12.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_10.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC01_01_soundscape_190312235917Z_resampled_9.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC03_02_soundscape_20191220T211558Z_resampled_9.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_GR01_01_soundscape_20190131T101235Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_13.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_8.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_SB01_01_soundscape_20181202T050337Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_9.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI03_01_soundscape_20190105T084747Z_resampled_1.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI04_01_soundscape_20181207T035759Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI04_01_soundscape_20181112T202445Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_MB02_01_soundscape_20190407T061831Z_resampled_15.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI03_04_soundscape_20200821T1114528Z_resampled_0.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_HI01_01_soundscape_20181130T170941Z_resampled_4.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_7.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_16.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_FK03_01_soundscape_20190324T000934Z_resampled_6.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_OC02_01_rain_vessel_whales_sealbombs_20190418T141706Z_resampled_17.png,Soundscape
Spettrogrammi/Non-Target/Soundscape/SanctSound_CI05_01_soundscape_20181218T211300Z_resampled_20.png,Soundscape
