FilePath,Classe,File,Set
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_105.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/6301901B_resampled_2.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901B,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI03_01_humpbackwhalesong_20190130T144409Z_resampled_18.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI03_01_humpbackwhalesong_20190130T144409Z,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI03_01_humpbackwhalesong_20190130T144409Z_resampled_3.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI03_01_humpbackwhalesong_20190130T144409Z,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_25.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_31.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_5.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_19.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/Humpback-Calf-whispering-Peer-Madsen_resampled_2.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/Humpback-Calf-whispering-Peer-Madsen,train
Spettrogrammi/Non-Target/Humpback Whale/63019018_resampled_40.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019018,train
Spettrogrammi/Non-Target/Humpback Whale/6301901M_resampled_0.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901M,train
Spettrogrammi/Non-Target/Humpback Whale/6301900V_resampled_4.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301900V,train
Spettrogrammi/Non-Target/Humpback Whale/63019018_resampled_4.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019018,train
Spettrogrammi/Non-Target/Humpback Whale/GB_HW_SocialSounds_Thwop_Type3_and_whops_18112012_093108_resampled_0.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/GB_HW_SocialSounds_Thwop_Type3_and_whops_18112012_093108,train
Spettrogrammi/Non-Target/Humpback Whale/akhumphi1x_resampled_7.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/akhumphi1x,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_267.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/Meno-song-NOAA-PAGroup-13-humpback-clip_resampled_5.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/Meno-song-NOAA-PAGroup-13-humpback-clip,train
Spettrogrammi/Non-Target/Humpback Whale/92201001_resampled_3.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/92201001,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_273.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/6304300O_resampled_4.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6304300O,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_298.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_38.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/cde82ded-68b8-4c67-b6c3-9ab190908357_resampled_16.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/cde82ded-68b8-4c67-b6c3-9ab190908357,train
Spettrogrammi/Non-Target/Humpback Whale/9220100V_resampled_2.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/9220100V,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_CI05_04_humpbackwhale_20191227T124223Z_resampled_18.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_CI05_04_humpbackwhale_20191227T124223Z,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_10.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_11.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_CI05_04_humpbackwhale_20191227T124223Z_resampled_19.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_CI05_04_humpbackwhale_20191227T124223Z,train
Spettrogrammi/Non-Target/Humpback Whale/cde82ded-68b8-4c67-b6c3-9ab190908357_resampled_17.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/cde82ded-68b8-4c67-b6c3-9ab190908357,train
Spettrogrammi/Non-Target/Humpback Whale/6301900D_resampled_0.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301900D,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_299.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_39.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/6304300O_resampled_5.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6304300O,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_272.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_266.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/92201001_resampled_2.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/92201001,train
Spettrogrammi/Non-Target/Humpback Whale/Meno-song-NOAA-PAGroup-13-humpback-clip_resampled_4.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/Meno-song-NOAA-PAGroup-13-humpback-clip,train
Spettrogrammi/Non-Target/Humpback Whale/GB_HW_SocialSounds_Thwop_Type3_and_whops_18112012_093108_resampled_1.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/GB_HW_SocialSounds_Thwop_Type3_and_whops_18112012_093108,train
Spettrogrammi/Non-Target/Humpback Whale/63019018_resampled_5.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019018,train
Spettrogrammi/Non-Target/Humpback Whale/akhumphi1x_resampled_6.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/akhumphi1x,train
Spettrogrammi/Non-Target/Humpback Whale/6301901M_resampled_1.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901M,train
Spettrogrammi/Non-Target/Humpback Whale/63019018_resampled_41.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019018,train
Spettrogrammi/Non-Target/Humpback Whale/Humpback-Calf-whispering-Peer-Madsen_resampled_3.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/Humpback-Calf-whispering-Peer-Madsen,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_18.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_30.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_4.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_24.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI03_01_humpbackwhalesong_20190130T144409Z_resampled_2.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI03_01_humpbackwhalesong_20190130T144409Z,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI03_01_humpbackwhalesong_20190130T144409Z_resampled_19.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI03_01_humpbackwhalesong_20190130T144409Z,train
Spettrogrammi/Non-Target/Humpback Whale/6301901B_resampled_3.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901B,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_104.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/63019017_resampled_7.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019017,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_110.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/6301901E_resampled_7.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901E,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_138.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/63019010_resampled_3.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019010,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_118.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/6301901T_resampled_18.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901T,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_130.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/6301901T_resampled_30.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901T,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_183.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_57.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_43.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_197.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_124.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/6301901T_resampled_24.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901T,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI05_01_humpbackwhalesong_20190101T105712Z_resampled_7.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI05_01_humpbackwhalesong_20190101T105712Z,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_460.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_306.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_312.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_168.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_474.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_94.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_140.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/55113002_resampled_3.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/55113002,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_154.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_80.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_448.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_142.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_96.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_338.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_82.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_156.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/55113002_resampled_1.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/55113002,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_304.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_462.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI05_01_humpbackwhalesong_20190101T105712Z_resampled_5.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI05_01_humpbackwhalesong_20190101T105712Z,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_310.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_55.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_181.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/6301901T_resampled_32.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901T,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_132.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/6301901T_resampled_26.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901T,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_126.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_195.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_41.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_69.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/6301901E_resampled_5.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901E,train
Spettrogrammi/Non-Target/Humpback Whale/63019010_resampled_1.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019010,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_106.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/6301901B_resampled_1.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901B,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_112.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/f7af47fb-4601-4fa3-9274-41be41b93276_resampled_58.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/f7af47fb-4601-4fa3-9274-41be41b93276,train
Spettrogrammi/Non-Target/Humpback Whale/63019017_resampled_5.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019017,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI03_01_humpbackwhalesong_20190130T144409Z_resampled_0.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_HI03_01_humpbackwhalesong_20190130T144409Z,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_6.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_32.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_26.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/Humpback-Calf-whispering-Peer-Madsen_resampled_1.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/Humpback-Calf-whispering-Peer-Madsen,train
Spettrogrammi/Non-Target/Humpback Whale/63019018_resampled_43.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019018,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB03_01_humpbackwhale_20190513T191247Z_resampled_8.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB03_01_humpbackwhale_20190513T191247Z,train
Spettrogrammi/Non-Target/Humpback Whale/akhumphi1x_resampled_4.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/akhumphi1x,train
Spettrogrammi/Non-Target/Humpback Whale/63019018_resampled_7.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019018,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_258.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/6301901M_resampled_3.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901M,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_270.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/Meno-song-NOAA-PAGroup-13-humpback-clip_resampled_6.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/Meno-song-NOAA-PAGroup-13-humpback-clip,train
Spettrogrammi/Non-Target/Humpback Whale/92201001_resampled_0.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/92201001,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_264.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/cde82ded-68b8-4c67-b6c3-9ab190908357_resampled_15.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/cde82ded-68b8-4c67-b6c3-9ab190908357,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_13.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/9220100V_resampled_1.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/9220100V,train
Spettrogrammi/Non-Target/Humpback Whale/9220100V_resampled_0.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/9220100V,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z_resampled_12.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB01_01_humpbackwhale_20181118T115929Z,train
Spettrogrammi/Non-Target/Humpback Whale/cde82ded-68b8-4c67-b6c3-9ab190908357_resampled_14.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/cde82ded-68b8-4c67-b6c3-9ab190908357,train
Spettrogrammi/Non-Target/Humpback Whale/92201001_resampled_1.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/92201001,train
Spettrogrammi/Non-Target/Humpback Whale/Meno-song-NOAA-PAGroup-13-humpback-clip_resampled_7.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/Meno-song-NOAA-PAGroup-13-humpback-clip,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_265.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_271.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/6301901M_resampled_2.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/6301901M,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_259.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/akhumphi1x_resampled_5.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/akhumphi1x,train
Spettrogrammi/Non-Target/Humpback Whale/63019018_resampled_6.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019018,train
Spettrogrammi/Non-Target/Humpback Whale/GB_HW_SocialSounds_Thwop_Type3_and_whops_18112012_093108_resampled_2.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/GB_HW_SocialSounds_Thwop_Type3_and_whops_18112012_093108,train
Spettrogrammi/Non-Target/Humpback Whale/63019018_resampled_42.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019018,train
Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB03_01_humpbackwhale_20190513T191247Z_resampled_9.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/SanctSound_MB03_01_humpbackwhale_20190513T191247Z,train
Spettrogrammi/Non-Target/Humpback Whale/Humpback-Calf-whispering-Peer-Madsen_resampled_0.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/Humpback-Calf-whispering-Peer-Madsen,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_27.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f_resampled_7.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/65381587-aedd-449b-8f4c-7f8bb553be4f,train
Spettrogrammi/Non-Target/Humpback Whale/63019016_resampled_33.png,Humpback Whale,Spettrogrammi/Non-Target/Humpback Whale/63019016,train
